"kingdom";"phylum";"class";"order";"family";"genus";"species";"speciesStatus";"allBarcodes";"ariseBarcodes";"otherBarcodes";"speciesOccurrenceStatus";"collected";"speciesLocality"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus fontinalis";"Wanted";"6";"0";"6";"1a";"0";"Turkiye"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus falciger";"Wanted";"0";"0";"0";"1a";"2";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus duursemai";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus cylindratus";"Unwanted";"8";"3";"5";"1a";"0";"Germany; Montenegro; Netherlands"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus cuspidifer";"Unwanted";"16";"11";"5";"1a";"6";"Morocco; Netherlands; Norway; Portugal"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus cuspidator";"Unwanted";"4";"4";"0";"1a";"0";"Netherlands"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus crassicaudatus";"Unwanted";"13";"6";"7";"1a";"0";"Netherlands; Norway; Poland; Russia"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus coronator";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus compactus";"Unwanted";"15";"4";"11";"1a";"0";"Netherlands; Norway; Portugal; Turkiye"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus claviger";"Unwanted";"6";"6";"0";"1a";"0";"Netherlands"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus clavatus";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus buccinator";"Unwanted";"10";"4";"6";"1a";"0";"Netherlands; Norway; Russia"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus bruzelii";"Unwanted";"15";"8";"7";"1a";"0";"Germany; Netherlands; Norway; Serbia"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus boruzkii";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus biscissus";"Unwanted";"9";"4";"5";"1a";"0";"Germany; Netherlands; North Macedonia"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus bifidicodulus";"Unwanted";"10";"10";"0";"1a";"0";"Netherlands"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus bicuspidator";"Unwanted";"16";"7";"9";"1a";"0";"Germany; Netherlands; Norway; Portugal"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus batillifer";"Unwanted";"9";"6";"3";"1a";"0";"Montenegro; Netherlands; Russia"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus albator";"Unwanted";"14";"5";"9";"1a";"0";"Netherlands; Norway; Portugal; Russia"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus affinis";"Unwanted";"4";"2";"2";"1a";"0";"Netherlands; Russia"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus suecicus";"Unwanted";"3";"1";"2";"1a";"0";"Netherlands; Sweden; Turkiye"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus europaeus";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus tetracyphus";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus abbreviator";"Unwanted";"0";"0";"0";"1a";"5";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Arrenuridae";"Arrenurus";"Arrenurus bisulcicodulus";"Unwanted";"4";"4";"0";"1a";"0";"Netherlands"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Limnohalacarus";"Limnohalacarus mauritzi";"Wanted";"0";"0";"0";"4";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Limnohalacarus";"Limnohalacarus wackeri";"Wanted";"1";"0";"1";"1a";"0";"Russia"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Parasoldanellonyx";"Parasoldanellonyx parviscutatus";"Wanted";"0";"0";"0";"1a";"2";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Copidognathus";"Copidognathus tectiporus";"Wanted";"0";"0";"0";"0a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Copidognathus";"Copidognathus venustus";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Copidognathus";"Copidognathus dentatus";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Copidognathus";"Copidognathus fabricii";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Copidognathus";"Copidognathus brevirostris";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Soldanellonyx";"Soldanellonyx visurgis";"Wanted";"0";"0";"0";"0a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Soldanellonyx";"Soldanellonyx monardi";"Wanted";"3";"0";"3";"1a";"0";"Russia"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Porolohmannella";"Porolohmannella violacea";"Wanted";"5";"0";"5";"1a";"0";"Norway; Russia; Unrecoverable"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Lohmannella";"Lohmannella kervillei";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Lohmannella";"Lohmannella falcata";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Rhombognatides";"Rhombognatides trionyx";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Rhombognatides";"Rhombognatides spinipes";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Rhombognatides";"Rhombognatides seahami";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Rhombognatides";"Rhombognatides pascens";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Rhombognatides";"Rhombognatides mucronatus";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Metarhombognathus";"Metarhombognathus armatus";"Unwanted";"3";"1";"2";"1a";"10";"Netherlands; Unrecoverable"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Isobactrus";"Isobactrus uniscutatus";"Wanted";"2";"0";"2";"1a";"0";"Unrecoverable"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Isobactrus";"Isobactrus rugosus";"Wanted";"1";"1";"0";"1a";"1";"Netherlands"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Thalassarachna";"Thalassarachna basteri";"Unwanted";"2";"0";"2";"1a";"1";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Porohalacarus";"Porohalacarus hydrachnoides";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Porohalacarus";"Porohalacarus alpinus";"Wanted";"2";"0";"2";"1a";"0";"Australia; Russia"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Halacarellus";"Halacarellus micropectinatus";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Halacarellus";"Halacarellus floridearum";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Halacaridae";"Lobohalacarus";"Lobohalacarus weberi";"Wanted";"1";"0";"1";"1a";"0";"Russia"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Myobiidae";"Protomyobia";"Protomyobia claparedei";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Myobiidae";"Protomyobia";"Protomyobia onoi";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Myobiidae";"Radfordia";"Radfordia lemnina";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Myobiidae";"Radfordia";"Radfordia arvicolae";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Myobiidae";"Radfordia";"Radfordia ensifera";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Myobiidae";"Radfordia";"Radfordia eliomys";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Myobiidae";"Radfordia";"Radfordia zibethicalis";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Myobiidae";"Radfordia";"Radfordia affinis";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Myobiidae";"Amorphacarus";"Amorphacarus parvisetosus";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Myobiidae";"Amorphacarus";"Amorphacarus elongatus";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Myobiidae";"Crocidurobia";"Crocidurobia multisetosa";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Myobiidae";"Myobia";"Myobia multivaga";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Myobiidae";"Myobia";"Myobia murismusculi";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Myobiidae";"Myobia";"Myobia micromydis";"Priority";"0";"0";"0";"1b";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Myobiidae";"Acanthophthirius";"Acanthophthirius etheldredae";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Myobiidae";"Acanthophthirius";"Acanthophthirius polonicus";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Myobiidae";"Eadiea";"Eadiea brevihamata";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Myobiidae";"Pteracarus";"Pteracarus minutus";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes leionotus";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes aroniae";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes similis";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes crataegi";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes euphorbiae";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes arianus";"Wanted";"0";"0";"0";"2c";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes tiliae";"Unwanted";"15";"12";"3";"1a";"21";"Austria; Netherlands; Switzerland"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes sorbi";"Unwanted";"1";"0";"1";"1a";"21";"Poland"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes rubicolens";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes pyri";"Wanted";"0";"0";"0";"2";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes pteridis";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes padi";"Wanted";"2";"0";"2";"1a";"0";"Poland; Unrecoverable"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes lissonotus";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes leiosoma";"Wanted";"0";"0";"0";"3d";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes laevis";"Unwanted";"0";"0";"0";"1a";"5";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes inangulis";"Unwanted";"1";"1";"0";"1a";"27";"Netherlands"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes exilis";"Unwanted";"5";"5";"0";"1a";"3";"Netherlands"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes distinguendus";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes prunianus";"Priority";"0";"0";"0";"1b";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes homophyllus";"Priority";"0";"0";"0";"1b";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes prunispinosae";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria calathina";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria cephalonea";"Unwanted";"0";"0";"0";"1a";"10";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria schlechtendali";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria tenella";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria myriadeum";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria angustifoliae";"Wanted";"2";"0";"2";"1b";"0";"Iran; Serbia"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria myriadeum";"Priority";"0";"0";"0";"1b";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria labiatiflorae";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria mentharia";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria ulmi";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria subtilis";"Priority";"0";"0";"0";"1b";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria trifolii";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria vitalbae";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria varia";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria tulipae";"Wanted";"7";"0";"7";"1a";"0";"Poland"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria tuberculata";"Wanted";"1";"0";"1";"1a";"0";"Serbia"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria thomasi";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria tenuis";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria squalida";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria solida";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria silenes";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria sanguisorbae";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria rudis";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria rechingeri";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria pseudoplatani";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria pseudoplataneus";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria plicator";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria peucedani";"Wanted";"1";"0";"1";"1a";"0";"Unrecoverable"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria oxalidis";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria ononidis";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria oculata";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria nervisequa";"Unwanted";"0";"0";"0";"1a";"10";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria multistriata";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria macrotuberculata";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria macrorhyncha";"Wanted";"0";"0";"0";"1a";"1";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria macrochela";"Unwanted";"0";"0";"0";"1a";"16";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria lycopersici";"Unwanted";"25";"25";"0";"1a";"58";"Netherlands; Unknown"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria leioprocta";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria laticincta";"Unwanted";"0";"0";"0";"1a";"15";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria iteina";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria hypochoerina";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria hippophaena";"Unwanted";"7";"7";"0";"1a";"9";"Netherlands"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria granulata";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria geranii";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria genistae";"Wanted";"1";"0";"1";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria galiobia";"Wanted";"0";"0";"0";"1a";"1";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria fraxinivora";"Unwanted";"6";"6";"0";"1a";"4";"Netherlands"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria exigua";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria euphrasiae";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria euaspis";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria erinea";"Unwanted";"4";"3";"1";"2";"14";"Netherlands; Unrecoverable"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria enantha";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria empetri";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria drabae";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria dispar";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria destructor";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria cornuta";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria convolvuli";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria centaureae";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria campestricola";"Unwanted";"0";"0";"0";"1a";"13";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria brevirostris";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria artemisiae";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Aceria";"Aceria anceps";"Priority";"0";"0";"0";"1a";"0";""
